series_id        ,area_code,item_code,begin_year,begin_period,end_year,end_period
APU0300704311    ,0300,704311,1980,M01,2013,M06
APU0300704312    ,0300,704312,1991,M01,2025,M02
APU0300704313    ,0300,704313,1980,M01,1983,M12
APU0300704314    ,0300,704314,1980,M01,1983,M12
APU0300704321    ,0300,704321,1980,M01,1989,M07
APU0300704411    ,0300,704411,1980,M01,1983,M12
APU0300704412    ,0300,704412,1980,M01,1982,M06
APU0300704413    ,0300,704413,1980,M01,2000,M09
APU0300704421    ,0300,704421,1980,M01,2002,M10
APU0300705111    ,0300,705111,1980,M01,2021,M10
APU0300705121    ,0300,705121,1980,M01,2020,M10
APU0300705141    ,0300,705141,1980,M01,1988,M06
APU0300706111    ,0300,706111,1980,M01,2025,M02
APU0300706211    ,0300,706211,1980,M01,2002,M09
APU0300706212    ,0300,706212,1980,M01,2025,M02
APU0300706311    ,0300,706311,1980,M01,2019,M10
APU0300707111    ,0300,707111,1980,M01,2004,M11
APU0300708111    ,0300,708111,1980,M01,2025,M02
APU0300709111    ,0300,709111,1980,M01,1991,M07
APU0300709112    ,0300,709112,1995,M07,2025,M02
APU0300709211    ,0300,709211,1980,M01,1986,M05
APU0300709212    ,0300,709212,1980,M01,1988,M06
APU0300709213    ,0300,709213,1995,M07,2000,M10
APU0300710111    ,0300,710111,1980,M01,2010,M04
APU0300710122    ,0300,710122,1987,M01,1997,M12
APU0300710211    ,0300,710211,1987,M01,2025,M02
APU0300710212    ,0300,710212,1984,M01,2025,M02
APU0300710411    ,0300,710411,1980,M01,2025,M02
APU0300711111    ,0300,711111,1980,M01,2017,M10
APU0300711211    ,0300,711211,1980,M01,2025,M02
APU0300711311    ,0300,711311,1980,M01,2025,M02
APU0300711312    ,0300,711312,1980,M05,2009,M09
APU0300711411    ,0300,711411,1980,M01,2025,M02
APU0300711412    ,0300,711412,1980,M01,2025,M02
APU0300711413    ,0300,711413,1980,M01,2018,M07
APU0300711414    ,0300,711414,1980,M06,2019,M09
APU0300711415    ,0300,711415,1980,M03,2025,M02
APU0300711416    ,0300,711416,1980,M01,1987,M01
APU0300711417    ,0300,711417,1980,M07,2022,M04
APU0300711418    ,0300,711418,1980,M06,2018,M07
APU0300712111    ,0300,712111,1980,M01,1986,M02
APU0300712112    ,0300,712112,1986,M03,2025,M02
APU0300712211    ,0300,712211,1980,M01,2020,M02
APU0300712311    ,0300,712311,1980,M01,2025,M02
APU0300712401    ,0300,712401,1980,M01,2008,M09
APU0300712402    ,0300,712402,1980,M01,1994,M08
APU0300712403    ,0300,712403,1980,M01,2000,M04
APU0300712404    ,0300,712404,1980,M01,1990,M07
APU0300712405    ,0300,712405,1981,M05,1985,M07
APU0300712406    ,0300,712406,1980,M01,2012,M10
APU0300712407    ,0300,712407,1980,M01,1988,M07
APU0300712408    ,0300,712408,1980,M01,1988,M02
APU0300712409    ,0300,712409,1980,M01,1997,M12
APU0300712410    ,0300,712410,1980,M01,1990,M12
APU0300712412    ,0300,712412,1995,M07,2013,M10
APU0300713111    ,0300,713111,1980,M01,2025,M02
APU0300713311    ,0300,713311,1996,M03,1997,M08
APU0300713312    ,0300,713312,1995,M07,1997,M12
APU0300714111    ,0300,714111,1980,M01,2004,M05
APU0300714221    ,0300,714221,1995,M07,1997,M12
APU0300714231    ,0300,714231,1980,M01,1988,M12
APU0300714232    ,0300,714232,1995,M07,1997,M12
APU0300714233    ,0300,714233,1995,M07,2025,M02
APU0300715111    ,0300,715111,1980,M01,1984,M11
APU0300715211    ,0300,715211,1980,M01,2025,M02
APU0300715212    ,0300,715212,1980,M01,2019,M09
APU0300715311    ,0300,715311,1980,M01,1981,M12
APU0300716114    ,0300,716114,1984,M01,2012,M04
APU0300716116    ,0300,716116,1984,M01,2020,M03
APU0300716121    ,0300,716121,1980,M01,2005,M09
APU0300716141    ,0300,716141,1984,M01,2011,M09
APU0300717111    ,0300,717111,1980,M01,1985,M06
APU0300717112    ,0300,717112,1980,M01,1981,M12
APU0300717113    ,0300,717113,1980,M08,1988,M07
APU0300717114    ,0300,717114,1995,M07,2007,M04
APU0300717311    ,0300,717311,1980,M01,2024,M10
APU0300717312    ,0300,717312,1980,M01,1988,M08
APU0300717324    ,0300,717324,1984,M01,1987,M11
APU0300717325    ,0300,717325,1987,M01,1988,M03
APU0300717327    ,0300,717327,1995,M07,2001,M09
APU0300717411    ,0300,717411,1980,M01,1983,M12
APU0300717412    ,0300,717412,1980,M01,1981,M09
APU0300717413    ,0300,717413,1980,M01,1981,M09
APU0300718311    ,0300,718311,1980,M01,2025,M02
APU0300718631    ,0300,718631,1980,M01,1986,M01
APU0300720111    ,0300,720111,1995,M07,2025,M02
APU0300720211    ,0300,720211,1985,M12,1988,M11
APU0300720311    ,0300,720311,1995,M07,2025,M02
APU030072511     ,0300,72511,1978,M11,2025,M02
APU030072601     ,0300,72601,1978,M11,2013,M06
APU030072610     ,0300,72610,1978,M11,2025,M02
APU030072611     ,0300,72611,1978,M11,2013,M06
APU030072620     ,0300,72620,1978,M11,2025,M02
APU030072621     ,0300,72621,1978,M11,2013,M06
APU030074712     ,0300,74712,1978,M01,1991,M04
APU030074713     ,0300,74713,1978,M01,1981,M08
APU030074714     ,0300,74714,1978,M01,2025,M02
APU030074715     ,0300,74715,1993,M12,2025,M02
APU030074716     ,0300,74716,1981,M09,2025,M02
APU030074717     ,0300,74717,1998,M01,2025,M02
APU03007471A     ,0300,7471A,1978,M01,2025,M02
APU0300FC1101    ,0300,FC1101,1998,M01,2025,M02
APU0300FC2101    ,0300,FC2101,1998,M01,2025,M02
APU0300FC3101    ,0300,FC3101,1998,M01,2025,M02
APU0300FC4101    ,0300,FC4101,1998,M01,2025,M02
APU0300FD2101    ,0300,FD2101,1998,M01,2025,M02
APU0300FD3101    ,0300,FD3101,1998,M01,2025,M02
APU0300FD4101    ,0300,FD4101,1998,M01,2025,M02
APU0300FF1101    ,0300,FF1101,2006,M01,2025,M02
APU0300FJ1101    ,0300,FJ1101,2018,M04,2024,M05
APU0300FJ4101    ,0300,FJ4101,2018,M04,2025,M02
APU0300FL2101    ,0300,FL2101,2006,M01,2025,M02
APU0300FN1101    ,0300,FN1101,2018,M04,2025,M02
APU0300FN1102    ,0300,FN1102,2018,M04,2025,M02
APU035072511     ,0350,72511,2018,M01,2025,M02
APU035072610     ,0350,72610,2018,M01,2024,M12
APU035072620     ,0350,72620,2018,M01,2024,M12
APU035074714     ,0350,74714,2018,M01,2025,M02
APU035074715     ,0350,74715,2018,M01,2025,M02
APU035074716     ,0350,74716,2018,M01,2025,M02
APU035074717     ,0350,74717,2018,M01,2025,M02
APU03507471A     ,0350,7471A,2018,M01,2025,M02
APU036072610     ,0360,72610,2018,M01,2024,M12
APU036072620     ,0360,72620,2018,M01,2024,M12
APU036074714     ,0360,74714,2018,M01,2025,M02
APU036074715     ,0360,74715,2018,M01,2025,M02
APU036074716     ,0360,74716,2018,M01,2025,M02
APU036074717     ,0360,74717,2018,M01,2025,M02
APU03607471A     ,0360,7471A,2018,M01,2025,M02
APU037072610     ,0370,72610,2018,M01,2024,M12
APU037072620     ,0370,72620,2018,M01,2024,M12
APU037074714     ,0370,74714,2018,M01,2025,M02
APU037074715     ,0370,74715,2018,M01,2025,M02
APU037074716     ,0370,74716,2018,M01,2025,M02
APU037074717     ,0370,74717,2018,M01,2025,M02
APU03707471A     ,0370,7471A,2018,M01,2025,M02
APU0400701111    ,0400,701111,1980,M01,2022,M05
APU0400701311    ,0400,701311,1980,M01,1981,M12
APU0400701312    ,0400,701312,1980,M01,2025,M02
APU0400701322    ,0400,701322,1988,M02,2025,M02
APU0400702111    ,0400,702111,1980,M01,2025,M02
APU0400702112    ,0400,702112,1980,M01,1997,M12
APU0400702212    ,0400,702212,1980,M01,2025,M02
APU0400702213    ,0400,702213,1980,M01,1981,M12
APU0400702221    ,0400,702221,1980,M01,1983,M06
APU0400702411    ,0400,702411,1980,M01,1986,M12
APU0400702421    ,0400,702421,1980,M01,2025,M02
APU0400702611    ,0400,702611,1980,M01,1981,M12
APU0400703111    ,0400,703111,1980,M01,1988,M02
APU0400703112    ,0400,703112,1984,M01,2025,M02
APU0400703113    ,0400,703113,1991,M01,2023,M04
APU0400703211    ,0400,703211,1980,M01,1986,M10
APU0400703212    ,0400,703212,1991,M01,2016,M04
APU0400703213    ,0400,703213,1989,M01,2025,M02
APU0400703311    ,0400,703311,1980,M01,2025,M02
APU0400703312    ,0400,703312,1991,M01,2008,M09
APU0400703411    ,0400,703411,1980,M01,1988,M01
APU0400703421    ,0400,703421,1980,M01,1981,M06
APU0400703422    ,0400,703422,1980,M01,1984,M09
APU0400703432    ,0400,703432,2002,M10,2024,M05
APU0400703511    ,0400,703511,1980,M01,2024,M04
APU0400703512    ,0400,703512,1991,M01,2011,M09
APU0400703612    ,0400,703612,1991,M01,2018,M03
APU0400703613    ,0400,703613,1989,M01,2025,M02
APU0400704111    ,0400,704111,1980,M01,2025,M02
APU0400704211    ,0400,704211,1980,M01,2018,M10
APU0400704212    ,0400,704212,1995,M07,2025,M02
APU0400704311    ,0400,704311,1980,M01,1988,M02
APU0400704312    ,0400,704312,1991,M01,2025,M02
APU0400704313    ,0400,704313,1980,M01,1983,M04
APU0400704314    ,0400,704314,1980,M01,1981,M12
APU0400704321    ,0400,704321,1980,M01,1989,M10
APU0400704412    ,0400,704412,1980,M01,1987,M09
APU0400704413    ,0400,704413,1981,M04,1981,M06
APU0400704421    ,0400,704421,1980,M01,1988,M03
APU0400705111    ,0400,705111,1980,M01,2020,M03
APU0400705121    ,0400,705121,1980,M01,2018,M04
APU0400705141    ,0400,705141,1980,M01,1986,M12
APU0400706111    ,0400,706111,1980,M01,2025,M02
APU0400706211    ,0400,706211,1980,M01,2003,M03
APU0400706212    ,0400,706212,1980,M01,2025,M02
APU0400706311    ,0400,706311,1980,M01,1997,M12
APU0400707111    ,0400,707111,1980,M01,2002,M10
APU0400708112    ,0400,708112,1980,M01,2024,M10
APU0400709111    ,0400,709111,1980,M01,1997,M12
APU0400709112    ,0400,709112,1995,M07,2025,M02
APU0400709211    ,0400,709211,1980,M01,1984,M07
APU0400709212    ,0400,709212,1980,M01,1988,M02
APU0400709213    ,0400,709213,1998,M01,2000,M10
APU0400710111    ,0400,710111,1980,M01,1990,M07
APU0400710122    ,0400,710122,1983,M07,1992,M04
APU0400710211    ,0400,710211,2014,M11,2022,M09
APU0400710212    ,0400,710212,1984,M01,2025,M02
APU0400710411    ,0400,710411,1980,M01,2025,M02
APU0400711111    ,0400,711111,1980,M01,2015,M04
APU0400711211    ,0400,711211,1980,M01,2025,M02
APU0400711311    ,0400,711311,1980,M01,2025,M02
APU0400711312    ,0400,711312,1980,M06,2010,M09
APU0400711411    ,0400,711411,1980,M01,2020,M02
APU0400711412    ,0400,711412,1980,M01,2025,M02
APU0400711413    ,0400,711413,1980,M01,1990,M03
APU0400711414    ,0400,711414,1980,M06,2020,M08
APU0400711415    ,0400,711415,1980,M04,2022,M04
APU0400711416    ,0400,711416,1980,M01,1986,M01
APU0400711417    ,0400,711417,1980,M07,2019,M10
APU0400711418    ,0400,711418,1980,M06,1988,M07
APU0400712111    ,0400,712111,1980,M01,1986,M02
APU0400712112    ,0400,712112,1986,M03,2025,M02
APU0400712211    ,0400,712211,1980,M01,2020,M02
APU0400712311    ,0400,712311,1980,M01,2025,M02
APU0400712401    ,0400,712401,1980,M01,1988,M06
APU0400712402    ,0400,712402,1980,M01,1990,M07
APU0400712403    ,0400,712403,1980,M01,1997,M12
APU0400712404    ,0400,712404,1980,M01,1990,M07
APU0400712406    ,0400,712406,1980,M01,1988,M02
APU0400712407    ,0400,712407,1980,M05,1985,M09
APU0400712408    ,0400,712408,1980,M01,1988,M01
APU0400712409    ,0400,712409,1980,M01,1992,M02
APU0400712410    ,0400,712410,1980,M01,1988,M05
APU0400712411    ,0400,712411,1980,M01,1986,M12
APU0400712412    ,0400,712412,1995,M07,2018,M04
APU0400713111    ,0400,713111,1980,M01,2004,M04
APU0400714111    ,0400,714111,1981,M03,1995,M12
APU0400714231    ,0400,714231,1980,M01,1984,M01
APU0400714232    ,0400,714232,1995,M07,1997,M12
APU0400714233    ,0400,714233,1998,M01,2020,M10
APU0400715111    ,0400,715111,1980,M01,1985,M04
APU0400715211    ,0400,715211,1980,M01,2025,M02
APU0400715212    ,0400,715212,1980,M01,1995,M12
APU0400716111    ,0400,716111,1980,M01,1981,M12
APU0400716113    ,0400,716113,1980,M01,1982,M08
APU0400716114    ,0400,716114,1984,M01,1994,M10
APU0400716116    ,0400,716116,1984,M01,2019,M04
APU0400716121    ,0400,716121,1980,M01,1997,M12
APU0400716141    ,0400,716141,1984,M01,2002,M05
APU0400717111    ,0400,717111,1980,M01,1985,M11
APU0400717112    ,0400,717112,1980,M01,1982,M09
APU0400717113    ,0400,717113,1980,M01,1990,M07
APU0400717114    ,0400,717114,2004,M10,2006,M04
APU0400717311    ,0400,717311,1980,M01,2024,M04
APU0400717312    ,0400,717312,1980,M01,1986,M01
APU0400717324    ,0400,717324,1984,M01,1986,M12
APU0400717325    ,0400,717325,1984,M01,1984,M08
APU0400717326    ,0400,717326,1984,M09,1985,M11
APU0400717411    ,0400,717411,1980,M01,1981,M07
APU0400717413    ,0400,717413,1980,M01,1981,M12
APU0400718311    ,0400,718311,1980,M01,2025,M02
APU0400718631    ,0400,718631,1980,M01,1984,M07
APU0400720111    ,0400,720111,1995,M07,2025,M02
APU0400720211    ,0400,720211,1985,M12,1986,M12
APU0400720221    ,0400,720221,1985,M12,1986,M12
APU0400720222    ,0400,720222,1995,M08,1997,M12
APU0400720311    ,0400,720311,1995,M07,2025,M02
APU040072511     ,0400,72511,1978,M11,2016,M05
APU040072601     ,0400,72601,1978,M11,2013,M06
APU040072610     ,0400,72610,1978,M11,2025,M02
APU040072611     ,0400,72611,1978,M11,2013,M06
APU040072620     ,0400,72620,1978,M11,2025,M02
APU040072621     ,0400,72621,1978,M11,2013,M06
APU040074712     ,0400,74712,1978,M01,1991,M04
APU040074713     ,0400,74713,1978,M01,1983,M12
APU040074714     ,0400,74714,1978,M01,2025,M02
APU040074715     ,0400,74715,1993,M12,2025,M02
APU040074716     ,0400,74716,1981,M09,2025,M02
APU040074717     ,0400,74717,1998,M01,2025,M02
APU04007471A     ,0400,7471A,1978,M01,2025,M02
APU0400FC1101    ,0400,FC1101,1998,M01,2025,M02
APU0400FC2101    ,0400,FC2101,1998,M01,2025,M02
APU0400FC3101    ,0400,FC3101,1998,M01,2025,M02
APU0400FC4101    ,0400,FC4101,1998,M01,2025,M02
APU0400FD2101    ,0400,FD2101,1998,M01,2025,M02
APU0400FD3101    ,0400,FD3101,1998,M01,2025,M02
APU0400FD4101    ,0400,FD4101,1998,M01,2025,M02
APU0400FF1101    ,0400,FF1101,2006,M01,2025,M02
APU0400FJ1101    ,0400,FJ1101,2018,M04,2025,M02
APU0400FJ4101    ,0400,FJ4101,2018,M04,2024,M10
APU0400FL2101    ,0400,FL2101,2006,M01,2024,M10
APU0400FN1101    ,0400,FN1101,2018,M04,2022,M05
APU0400FN1102    ,0400,FN1102,2018,M04,2025,M02
APU0400FS1101    ,0400,FS1101,2018,M04,2024,M05
APU048072610     ,0480,72610,2018,M01,2024,M12
APU048072620     ,0480,72620,2018,M01,2024,M12
APU048074714     ,0480,74714,2018,M01,2025,M02
APU048074715     ,0480,74715,2018,M01,2025,M02
APU048074716     ,0480,74716,2018,M01,2025,M02
APU048074717     ,0480,74717,2018,M01,2025,M02
APU04807471A     ,0480,7471A,2018,M01,2025,M02
APU049072511     ,0490,72511,2018,M01,2025,M02
APU049072610     ,0490,72610,2018,M01,2024,M12
APU049072620     ,0490,72620,2018,M01,2024,M12
APU049074714     ,0490,74714,2018,M01,2025,M02
APU049074715     ,0490,74715,2018,M01,2025,M02
APU049074716     ,0490,74716,2018,M01,2025,M02
APU049074717     ,0490,74717,2018,M01,2025,M02
APU04907471A     ,0490,7471A,2018,M01,2025,M02
APUA10472511     ,A104,72511,1982,M11,1997,M12
APUA10472601     ,A104,72601,1978,M11,1997,M12
APUA10472610     ,A104,72610,1978,M11,1997,M12
APUA10472611     ,A104,72611,1978,M11,1997,M12
APUA10472620     ,A104,72620,1978,M11,1997,M12
APUA10472621     ,A104,72621,1978,M11,1997,M12
APUA10474712     ,A104,74712,1978,M01,1989,M04
APUA10474713     ,A104,74713,1978,M01,1980,M09
APUA10474714     ,A104,74714,1978,M01,1997,M12
APUA10474715     ,A104,74715,1993,M12,1997,M12
APUA10474716     ,A104,74716,1981,M09,1997,M12
APUA1047471A     ,A104,7471A,1978,M01,1997,M12
APUA10572511     ,A105,72511,1978,M11,1986,M12
APUA10572601     ,A105,72601,1978,M11,1986,M12
APUA10572610     ,A105,72610,1978,M11,1986,M12
APUA10572611     ,A105,72611,1978,M11,1986,M12
APUA10572620     ,A105,72620,1978,M11,1986,M12
APUA10572621     ,A105,72621,1978,M11,1986,M12
APUA10574712     ,A105,74712,1978,M01,1986,M12
APUA10574713     ,A105,74713,1978,M01,1980,M05
APUA10574714     ,A105,74714,1978,M01,1986,M12
APUA10574716     ,A105,74716,1981,M09,1986,M12
APUA1057471A     ,A105,7471A,1978,M01,1986,M12
APUA10672511     ,A106,72511,1978,M11,1986,M12
APUA10672601     ,A106,72601,1978,M11,1986,M12
APUA10672610     ,A106,72610,1978,M11,1986,M12
APUA10672611     ,A106,72611,1978,M11,1986,M12
APUA10672620     ,A106,72620,1978,M11,1986,M12
APUA10672621     ,A106,72621,1978,M11,1986,M12
APUA10674712     ,A106,74712,1978,M01,1986,M12
APUA10674713     ,A106,74713,1978,M01,1980,M10
APUA10674714     ,A106,74714,1978,M01,1986,M12
APUA10674716     ,A106,74716,1981,M09,1986,M12
APUA1067471A     ,A106,7471A,1978,M01,1986,M12
APUA21072511     ,A210,72511,1987,M01,1988,M07
APUA21072601     ,A210,72601,1978,M11,2013,M06
APUA21072610     ,A210,72610,1978,M11,2017,M12
APUA21072611     ,A210,72611,1978,M11,2013,M06
APUA21072620     ,A210,72620,1978,M11,2017,M12
APUA21072621     ,A210,72621,1978,M11,2013,M06
APUA21074712     ,A210,74712,1978,M01,1988,M07
APUA21074713     ,A210,74713,1978,M01,1980,M09
APUA21074714     ,A210,74714,1978,M01,2017,M12
APUA21074715     ,A210,74715,1993,M12,2017,M12
APUA21074716     ,A210,74716,1981,M09,2017,M12
APUA2107471A     ,A210,7471A,1978,M01,2017,M12
APUA21272511     ,A212,72511,1978,M11,1986,M12
APUA21272601     ,A212,72601,1978,M11,1986,M12
APUA21272610     ,A212,72610,1978,M11,1986,M12
APUA21272611     ,A212,72611,1978,M11,1986,M12
APUA21272620     ,A212,72620,1978,M11,1986,M12
APUA21272621     ,A212,72621,1978,M11,1986,M01
APUA21274712     ,A212,74712,1978,M01,1986,M12
APUA21274713     ,A212,74713,1978,M01,1980,M05
APUA21274714     ,A212,74714,1978,M01,1986,M12
APUA21274716     ,A212,74716,1981,M09,1986,M12
APUA2127471A     ,A212,7471A,1978,M01,1986,M12
APUA21372511     ,A213,72511,1978,M11,1986,M12
APUA21372601     ,A213,72601,1978,M11,1986,M12
APUA21372610     ,A213,72610,1978,M11,1986,M12
APUA21372611     ,A213,72611,1978,M11,1986,M12
APUA21372620     ,A213,72620,1978,M11,1986,M12
APUA21372621     ,A213,72621,1978,M11,1986,M12
APUA21374712     ,A213,74712,1978,M01,1986,M12
APUA21374713     ,A213,74713,1978,M01,1980,M11
APUA21374714     ,A213,74714,1978,M01,1986,M12
APUA21374716     ,A213,74716,1981,M09,1986,M12
APUA2137471A     ,A213,7471A,1978,M01,1986,M12
APUA21472601     ,A214,72601,1978,M11,1986,M12
APUA21472610     ,A214,72610,1978,M11,1986,M12
APUA21472611     ,A214,72611,1978,M11,1986,M12
APUA21472620     ,A214,72620,1978,M11,1986,M12
APUA21472621     ,A214,72621,1978,M11,1986,M12
APUA21474712     ,A214,74712,1978,M01,1986,M12
APUA21474713     ,A214,74713,1978,M01,1980,M05
APUA21474714     ,A214,74714,1978,M01,1986,M12
APUA21474716     ,A214,74716,1984,M09,1986,M12
APUA2147471A     ,A214,7471A,1978,M01,1986,M12
APUA31172601     ,A311,72601,1998,M01,2013,M06
APUA31172610     ,A311,72610,1998,M01,2017,M12
APUA31172611     ,A311,72611,1998,M01,2013,M06
APUA31172620     ,A311,72620,1998,M01,2017,M12
APUA31172621     ,A311,72621,1998,M01,2013,M06
APUA31174714     ,A311,74714,1998,M01,2017,M12
APUA31174715     ,A311,74715,1998,M01,2017,M12
APUA31174716     ,A311,74716,1998,M01,2017,M12
APUA3117471A     ,A311,7471A,1998,M01,2017,M12
APUA31572511     ,A315,72511,1978,M11,1997,M12
APUA31572601     ,A315,72601,1978,M11,1997,M12
APUA31572610     ,A315,72610,1978,M11,1997,M12
APUA31572611     ,A315,72611,1978,M11,1997,M12
APUA31572620     ,A315,72620,1978,M11,1997,M12
APUA31572621     ,A315,72621,1978,M11,1997,M12
APUA31574712     ,A315,74712,1978,M01,1988,M03
APUA31574713     ,A315,74713,1978,M01,1980,M09
APUA31574714     ,A315,74714,1978,M01,1997,M12
APUA31574715     ,A315,74715,1993,M12,1997,M12
APUA31574716     ,A315,74716,1981,M09,1997,M12
APUA3157471A     ,A315,7471A,1978,M01,1997,M12
APUA31772511     ,A317,72511,1978,M11,1997,M12
APUA31772601     ,A317,72601,1978,M11,1997,M12
APUA31772610     ,A317,72610,1978,M11,1997,M12
APUA31772611     ,A317,72611,1978,M11,1997,M12
APUA31772620     ,A317,72620,1978,M11,1997,M12
APUA31772621     ,A317,72621,1978,M11,1997,M12
APUA31774712     ,A317,74712,1978,M01,1988,M12
APUA31774713     ,A317,74713,1978,M01,1980,M09
APUA31774714     ,A317,74714,1978,M01,1997,M12
APUA31774715     ,A317,74715,1993,M12,1997,M12
APUA31774716     ,A317,74716,1981,M09,1997,M12
APUA3177471A     ,A317,7471A,1978,M01,1997,M12
APUA42172601     ,A421,72601,1978,M11,2013,M06
APUA42172610     ,A421,72610,1978,M11,2017,M12
APUA42172611     ,A421,72611,1978,M11,2013,M06
APUA42172620     ,A421,72620,1978,M11,2017,M12
APUA42172621     ,A421,72621,1978,M11,2013,M06
APUA42174712     ,A421,74712,1978,M01,1991,M04
APUA42174713     ,A421,74713,1978,M01,1982,M09
APUA42174714     ,A421,74714,1978,M01,2017,M12
APUA42174715     ,A421,74715,1993,M12,2017,M12
APUA42174716     ,A421,74716,1981,M09,2017,M12
APUA4217471A     ,A421,7471A,1978,M01,2017,M12
APUA42572511     ,A425,72511,1978,M11,1986,M12
APUA42572601     ,A425,72601,1978,M11,1986,M12
APUA42572610     ,A425,72610,1978,M11,1986,M12
APUA42572611     ,A425,72611,1978,M11,1986,M12
APUA42572620     ,A425,72620,1978,M11,1986,M12
APUA42572621     ,A425,72621,1978,M11,1986,M12
APUA42574712     ,A425,74712,1978,M01,1986,M12
APUA42574713     ,A425,74713,1978,M01,1981,M03
APUA42574714     ,A425,74714,1978,M01,1986,M12
APUA42574716     ,A425,74716,1981,M09,1986,M12
APUA4257471A     ,A425,7471A,1978,M01,1986,M12
APUB00072511     ,B000,72511,1987,M01,1997,M12
APUB00072601     ,B000,72601,1987,M01,1997,M12
APUB00072610     ,B000,72610,1987,M01,1997,M12
APUB00072611     ,B000,72611,1987,M01,1997,M12
APUB00072620     ,B000,72620,1987,M01,1997,M12
APUB00072621     ,B000,72621,1987,M01,1997,M12
APUB00074712     ,B000,74712,1987,M01,1991,M04
APUB00074714     ,B000,74714,1987,M01,1997,M12
APUB00074715     ,B000,74715,1993,M12,1997,M12
APUB00074716     ,B000,74716,1987,M01,1997,M12
APUB0007471A     ,B000,7471A,1987,M01,1997,M12
APUB10072511     ,B100,72511,1978,M11,1997,M12
APUB10072601     ,B100,72601,1978,M11,1997,M12
APUB10072610     ,B100,72610,1978,M11,1997,M12
APUB10072611     ,B100,72611,1978,M11,1997,M12
APUB10072620     ,B100,72620,1978,M11,1997,M12
APUB10072621     ,B100,72621,1978,M11,1997,M12
APUB10074712     ,B100,74712,1978,M01,1989,M06
APUB10074713     ,B100,74713,1978,M01,1981,M01
APUB10074714     ,B100,74714,1978,M01,1997,M12
APUB10074715     ,B100,74715,1993,M12,1997,M12
APUB10074716     ,B100,74716,1981,M09,1997,M12
APUB1007471A     ,B100,7471A,1978,M01,1997,M12
APUB20072511     ,B200,72511,1978,M11,1997,M12
APUB20072601     ,B200,72601,1978,M11,1997,M12
APUB20072610     ,B200,72610,1978,M11,1997,M12
APUB20072611     ,B200,72611,1978,M11,1997,M12
APUB20072620     ,B200,72620,1978,M11,1997,M12
APUB20072621     ,B200,72621,1978,M11,1997,M12
APUB20074712     ,B200,74712,1978,M01,1989,M05
APUB20074713     ,B200,74713,1978,M01,1980,M05
APUB20074714     ,B200,74714,1978,M01,1997,M12
APUB20074715     ,B200,74715,1993,M12,1997,M12
APUB20074716     ,B200,74716,1981,M09,1997,M12
APUB2007471A     ,B200,7471A,1978,M01,1997,M12
APUB30072511     ,B300,72511,1978,M11,1997,M12
APUB30072601     ,B300,72601,1978,M11,1997,M12
APUB30072610     ,B300,72610,1978,M11,1997,M12
APUB30072611     ,B300,72611,1978,M11,1997,M12
APUB30072620     ,B300,72620,1978,M11,1997,M12
APUB30072621     ,B300,72621,1978,M11,1997,M12
APUB30074712     ,B300,74712,1978,M01,1990,M07
APUB30074713     ,B300,74713,1978,M01,1980,M10
APUB30074714     ,B300,74714,1978,M01,1997,M12
APUB30074715     ,B300,74715,1993,M12,1997,M12
APUB30074716     ,B300,74716,1981,M09,1997,M12
APUB3007471A     ,B300,7471A,1978,M01,1997,M12
APUB40072511     ,B400,72511,1978,M11,1988,M02
APUB40072601     ,B400,72601,1978,M11,1988,M12
APUB40072610     ,B400,72610,1978,M11,1988,M12
APUB40072611     ,B400,72611,1978,M11,1988,M12
APUB40072620     ,B400,72620,1978,M11,1988,M12
APUB40072621     ,B400,72621,1978,M11,1988,M12
APUB40074712     ,B400,74712,1978,M01,1988,M12
APUB40074713     ,B400,74713,1978,M01,1983,M12
APUB40074714     ,B400,74714,1978,M01,1988,M12
APUB40074716     ,B400,74716,1981,M09,1988,M12
APUB4007471A     ,B400,7471A,1978,M01,1988,M12
APUC00072511     ,C000,72511,1987,M01,1997,M12
APUC00072601     ,C000,72601,1987,M01,1997,M12
APUC00072610     ,C000,72610,1987,M01,1997,M12
APUC00072611     ,C000,72611,1987,M01,1997,M12
APUC00072620     ,C000,72620,1987,M01,1997,M12
APUC00072621     ,C000,72621,1987,M01,1997,M12
APUC00074712     ,C000,74712,1987,M01,1991,M04
APUC00074714     ,C000,74714,1987,M01,1997,M12
APUC00074715     ,C000,74715,1993,M12,1997,M12
APUC00074716     ,C000,74716,1987,M01,1997,M12
APUC0007471A     ,C000,7471A,1987,M01,1997,M12
APUC10072511     ,C100,72511,1978,M11,1997,M12
APUC10072601     ,C100,72601,1978,M11,1997,M12
APUC10072610     ,C100,72610,1978,M11,1997,M12
APUC10072611     ,C100,72611,1978,M11,1997,M12
APUC10072620     ,C100,72620,1978,M11,1997,M12
APUC10072621     ,C100,72621,1978,M11,1997,M12
APUC10074712     ,C100,74712,1978,M01,1989,M04
APUC10074713     ,C100,74713,1978,M01,1980,M05
APUC10074714     ,C100,74714,1978,M01,1997,M12
APUC10074715     ,C100,74715,1993,M12,1997,M12
APUC10074716     ,C100,74716,1981,M09,1997,M12
APUC1007471A     ,C100,7471A,1978,M01,1997,M12
APUC20072511     ,C200,72511,1978,M11,1997,M12
APUC20072601     ,C200,72601,1978,M11,1997,M12
APUC20072610     ,C200,72610,1978,M11,1997,M12
APUC20072611     ,C200,72611,1978,M11,1997,M12
